date,CRUDE_PETRO,COCOA,COFFEE_ARABIC,COFFEE_ROBUS,TEA_MOMBASA,COCONUT_OIL,GRNUT_OIL,PALM_OIL,SOYBEANS,SOYBEAN_OIL,BARLEY,MAIZE,SORGHUM,RICE_05,WHEAT_US_HRW,SUGAR_WLD,iFOOD,iFATS_OILS,iGRAINS,iENERGY
2007M03,60.6,192.4,258.12,169.76,163,769,1157,622,322,718,157.06,170.51,169.96,318.67,199.1,23.02,124.74,129.04,143.32,112.51
2007M04,65.06,197.8,252.65,175.44,158.75,827.5,1202,710,319.75,760.75,157.12,152.75,149.52,316.5,198.31,21.43,125.12,135.96,135.61,119.72
2007M05,65.16,200.39,249.65,184.99,155,894,1159,772,334,788,161.69,160.23,150.01,317.6,195.72,20.79,129.21,143.16,138.58,119.89
2007M06,68.19,201.7,263.08,204.32,165.75,979,1209,805,361,833,184.45,165.25,154.79,323.25,223.04,20.48,135.71,151.04,146.67,125.06
2007M07,73.6,215.85,259.33,203.95,163.6,929,1342,811,375.5,885.4,177.91,146.84,138.47,328.8,238.41,22.44,137.81,156.5,141.93,133.58
2007M08,70.13,190.52,271.59,192.77,161.25,910,1404,821,385,908,158.88,151.17,150.28,327.5,259.73,21.63,140.16,159.61,146.37,128.46
2007M09,76.76,193.43,282.28,204.54,176.5,930,1445,835,426,959,184.66,159.44,163.31,325,326.54,21.52,148.09,171.23,161.62,139.00
2007M10,81.97,191.15,296.06,200.84,175,1010,1486,881,450,1012,197.11,164.16,163.19,329.2,335.15,22.05,154,183.59,165.93,148.80
2007M11,91.34,196.83,288.81,204.13,170.75,1131,1691,952,489,1138,187.61,171.25,170.1,342,321.81,22.27,160.64,197.92,167.63,165.11
2007M12,89.52,211.27,303.31,201.48,173.33,1153,1777,950,515.33,1164,198.93,180.25,187.01,360.67,368.62,23.52,168.09,206.73,181.53,162.88
2008M01,90.69,220.15,308.34,218.72,214.25,1285,1861,1059,541,1276,205.49,206.66,212.67,375.6,370.66,26.39,178.91,219.29,194.63,166.26
2008M02,93.39,250.35,346.76,254.52,241.67,1382,1958,1160,572,1400,216.39,220.07,218.5,464.75,425,29.78,195.04,235.33,219.01,174.99
2008M03,101.84,272.65,330.45,268.79,209.5,1471,2203,1249,575,1476,228.63,234.36,224.93,594,439.72,29.1,207.66,243.65,241.47,187.79
2008M04,108.76,260.75,310.19,245.35,219.5,1443,2200,1174,558,1425,237.77,246.44,240.28,907,362.23,27.69,212.11,238.69,266.99,200.51
2008M05,122.63,268.42,312.95,240.04,214.25,1502,2345,1207.5,575,1436,238.41,243.46,238.24,901.8,328.76,26.61,212.64,243.43,259.68,224.34
2008M06,131.52,300.12,322.21,245.46,231,1551,2438.8,1213,622,1537,241.01,287.11,262.19,757,348.55,26.74,220.28,256.22,265.86,242.17
2008M07,132.83,296.72,324.87,254.04,241.25,1436,2536.35,1128,634,1511,248.15,265.34,218.82,731.75,328.18,31.37,215.17,249.78,251.09,246.44
2008M08,114.57,281.58,322.82,248.15,260,1193,2372,885,556,1322,212.25,235.03,209.34,693.5,329.34,32.21,193.36,210.42,233.3,213.84
2008M09,99.66,269.57,315.86,232.32,257.2,1110,2341.25,771,509,1226,189.46,233.85,216.01,683.8,295.55,29.83,181.26,191.7,225.3,189.34
2008M10,72.69,227.39,272.47,195.7,222.5,856,2110,545,394,928,143.37,183.06,163.63,609.25,237.38,26.23,148.77,147.76,184.97,142.71
2008M11,53.97,205.46,268.72,200.09,172.75,719,1772,488,378,824,130.09,163.77,150.75,552,226.85,26.7,138.81,136.35,168.68,111.40
2008M12,41.34,239.39,262.28,181.9,177.25,740,1436,503,360,738,115.18,158.26,138.6,531.8,220.14,25.9,133.22,130.15,162.58,89.12
2009M01,43.86,262.59,282.85,182.41,219.25,734,1343,562,413,789.25,121.39,172.83,153.26,580,239.11,27.76,145.58,148.47,177.08,91.60
2009M02,41.84,264.75,285.45,176.85,211.75,673,1293,572,390,748,112.53,163.38,144.13,590.75,224.69,29.26,144.53,147.23,171.56,85.36
2009M03,46.65,251,283.34,168.23,213.8,625,1214,598,379,727,114.85,164.56,138.59,588.25,230.98,29.54,143.43,142.62,172.92,90.96
2009M04,50.28,255.52,297.36,166.51,221,747,1187,702,414,801,111.29,168.5,154.14,549.67,233.47,30.09,150.79,160.9,170.76,94.89
2009M05,58.15,248.09,332.88,166.71,222.25,842.5,1157,801,465,892,128.7,179.91,160.08,533,261.48,35.36,163.18,181.13,179.05,107.29
2009M06,69.15,270.04,330.23,162.68,240.75,747,1154,726,503,896,148.59,179.52,153.04,574.5,256.64,36.22,164.37,179.92,183.24,125.24
2009M07,64.67,279.13,310.63,158.03,267.25,685,1149,639,462,836,140.31,151.57,133.8,572,224.85,40.63,155.01,166.14,165.81,117.30
2009M08,71.63,295.66,330.16,159.5,281.4,747,1131,723,470,886,122.25,151.96,142.37,526.25,210.37,49.47,160.4,175.43,158.04,128.24
2009M09,68.35,314.29,327.45,162.75,296.5,701,1120,674,430,846,103.47,150.39,141.83,518.75,191.09,50.84,155.89,165.53,152.67,122.68
2009M10,74.08,337.26,340.77,162.06,261.25,706,1148,680,427,897,130.65,167.31,159.05,493,198.85,49.91,157.39,165.48,159.31,133.18
2009M11,77.55,338.41,335.57,153.18,290.6,729,1116,725,440,931,155.25,171.64,166.01,542.75,211.04,49.07,162.97,171.87,169.33,139.37
2009M12,74.88,349.76,348.68,154.07,297.67,768,1192,792,450,935,150.59,164.56,166.35,591,206.25,51.87,165.07,175.48,170.51,136.85
2010M01,77.12,352.52,350.31,154.5,284.5,784,1316,793,436,923,146.54,167.31,161.79,568.8,201.19,58.36,167.38,174.78,168.31,142.61
2010M02,74.76,327.65,348.02,149.65,293.75,798,1380,798,406,914,137.38,161.8,154.06,535,194,55.98,161.51,168.92,160.91,138.36
2010M03,79.3,308.98,362.66,148.26,280,921,1380,832,408,915,146.98,159.05,154.7,502.2,191.08,41.14,155.05,166.54,156.21,144.97
2010M04,84.18,322.12,373.11,157.67,260.33,940,1360,830,411,902,151.71,157.08,149.41,466,192.87,36.27,153.32,167.86,152.06,152.21
2010M05,75.62,317.84,382.02,155.67,233,932,1353,811,407,865,143.04,163.38,147.35,451.33,181.61,33.51,151.01,166.06,150.91,138.63
2010M06,74.73,323.09,420.86,169.58,223.5,993,1342,798,408,859,145.93,152.75,130.98,440,157.67,35.01,149.38,164.12,141.46,137.63
2010M07,74.58,322.95,448,187.99,231.5,1031,1300,807,429,907,156.36,163.76,132.4,441.8,195.82,38.49,157.08,170.08,152.94,137.39
2010M08,75.83,307.17,466.48,182.28,250.8,1170,1334,905,456.75,1002.25,161.23,175.58,143.4,452.75,246.25,40.81,167.59,185.92,167.54,138.82
2010M09,76.12,287.5,490.99,179.19,245.75,1275,1270,912,470,1042,168.12,205.89,184.9,476.5,271.67,49.63,177.76,190.54,187.08,139.37
2010M10,81.72,292.75,479.81,187.99,248.5,1412,1331,987,493,1157,174.62,235.81,201.04,486,270.23,54.26,188.96,203.15,200.48,148.21
2010M11,84.53,291.03,514.73,202.91,251.75,1512,1727.5,1109,525.8,1247,179.09,238.18,203.25,514.5,274.08,58.09,197.84,220.97,205.27,153.97
2010M12,90.01,306,547.12,207.43,268.67,1715,1753,1228,547,1322,189.64,250.38,221.57,532,306.52,61.69,208.64,234.75,217.96,164.15
2011M01,92.69,316.5,581.51,222.87,289.2,2038,1788,1281,572,1374,195.2,264.95,246.32,516.8,326.56,65.28,217.67,245.93,225.92,170.63
2011M02,97.91,347.23,634.69,241.08,278.75,2256,1730,1292,570,1365,196.46,292.9,253.15,524,348.12,64.97,223.56,246.15,241.88,178.14
2011M03,108.65,339.29,643.9,260.43,273.75,1925,1650,1180,553,1307,202.57,290.54,266.14,492.75,316.75,57.85,212.05,230.43,232.64,194.92
2011M04,116.24,313.43,661.65,258.76,266.67,2089,1680,1149,556,1315,208.92,319.27,289.61,484.25,336.12,53.7,214.15,227.73,247.1,207.50
2011M05,108.07,307.08,641.74,268.92,261.6,2097,1830,1159,556,1294,209.37,307.86,261.32,481.4,355.28,48.39,210.92,228.26,245.27,194.31
2011M06,105.85,301.57,606.23,260.03,270.75,1803,1980,1133,558,1324,210.06,310.61,260.43,513.75,326.43,55.58,212.06,225.25,245.06,191.13
2011M07,107.92,316.72,590.88,248.53,279.5,1662,2120,1089,559,1337,215.53,300.77,271.17,538.25,303.88,62.21,212.48,222.9,240.05,195.10
2011M08,100.49,306.44,596.22,247.07,279.5,1454,2150,1083,558,1330,206.09,310.22,302.53,566,327.07,61.18,214.4,221.38,250.36,182.97
2011M09,100.82,287.39,606.01,233.82,266.75,1305,2195,1065,543,1305,209.57,295.26,288.81,598.75,315.92,58.78,211.11,216.79,245.91,183.67
2011M10,99.85,268.02,546.35,216.27,269.2,1208,2240,994,503,1220,208.85,274.79,263.67,599.4,289.01,56.11,200.2,203.13,233.02,181.97
2011M11,105.41,252.74,540.33,214.38,265.75,1479,2225,1053,486,1217,211.46,274.39,265.44,615.25,281.01,52.95,199.1,204.64,233.3,189.99
2011M12,104.23,219.69,521.86,216.96,261.33,1445,2270,1027,474,1204,212.27,258.65,256.4,585.75,269.03,50.79,193.36,199.87,221.72,187.96
2012M01,107.07,230.76,522.95,213.23,263.2,1451,2345,1061,498,1218,210.56,272.84,265.66,542,274.89,51.94,197.67,208.08,223.89,192.61
2012M02,112.69,235.62,494.19,224.72,263.75,1411,2420,1106,512,1255,213.4,279.46,269.18,537.5,277.77,53.18,203.58,215.89,226.74,201.14
2012M03,117.79,235.93,443.7,228.33,273.25,1338,2495,1153,543,1287,222.79,280.69,274.03,548,283.88,53.13,209.7,226.8,229.74,208.66
2012M04,113.67,226.68,422.07,224.43,278.2,1348,2570,1181,575,1310,237.17,274,254.85,547.75,266.32,50.16,210.62,237.61,224.59,201.32
2012M05,104.09,231.39,407.08,235.63,279.75,1155,2555,1085,573,1218,239.46,269.28,259.35,600.5,264.36,45.88,206.22,231.41,227.96,185.88
2012M06,90.73,226.42,371.9,233.03,288,1058,2520,999,567,1180,236.76,267.31,263.93,600,276.19,45.13,203.91,224.21,228.95,163.80
2012M07,96.75,234.98,419.87,236.03,298.8,1070,2468,1015,662,1239,253.38,333.05,268.59,573.75,345.69,50.44,225.73,247.09,265.57,173.64
2012M08,105.27,251.23,385.42,234.84,308.25,1001,2553,997,684,1252,265.69,331.99,273.34,567.75,349.4,46.03,226.47,253.23,265.59,187.32
2012M09,106.28,262.03,394.58,231.37,303.5,967,2408,967,670,1283,256.24,320.85,278.16,563.25,353.42,44.07,223.27,250.27,260.8,188.54
2012M10,103.41,246.35,382.1,230.32,288,898,2375,839,617,1175,252.91,321.24,283.07,558.25,358.2,44.78,214.37,227.83,261.1,183.73
2012M11,101.17,247.82,352.54,215.33,304.25,848,2303,813,589,1135,252.07,321.64,289.03,559.25,360.82,42.64,210.21,219.37,261.77,180.85
2012M12,101.19,241.03,336.73,212.94,307.67,785,2216,776,607,1163,242.94,308.65,283.96,557.8,347.96,42.57,207.6,218.58,253.75,181.47
2013M01,105.1,227.54,346.76,219.78,305.2,829,2100,841,592,1190,243.26,303.13,291.01,564.2,335.47,41.61,205.58,217.3,250.09,187.76
2013M02,107.64,219.77,329.5,229.35,291.25,861,1982,863,596,1175,237.14,302.74,288.14,563,318.94,40.28,205.15,218.36,246.82,191.97
2013M03,102.52,215.34,330.21,234.26,265.5,821,1924,854,589,1116,238.13,309.04,296.74,559,309.75,40.82,203.71,213.48,247.52,183.82
