date,CRUDE_PETRO,COCOA,COFFEE_ARABIC,COFFEE_ROBUS,TEA_MOMBASA,COCONUT_OIL,GRNUT_OIL,PALM_OIL,SOYBEANS,SOYBEAN_OIL,BARLEY,MAIZE,SORGHUM,RICE_05,WHEAT_US_HRW,SUGAR_WLD,iFOOD,iFATS_OILS,iGRAINS,iENERGY
1991M09,20.05,127.29,191.93,102.87,138.13,455,844,323,246,468,67.43,108.85,106.21,291.5,135.22,20.48,89.12,86.46,100.84,39.19
1991M10,21.47,130.08,175.86,101.15,141.04,546,799,345,237,485,68.21,109.7,107.01,276.6,146.97,20.11,90.08,87.72,101.6,41.35
1991M11,20.77,131.4,172.4,111.12,138.46,595,718,362,237,466,73.3,106.49,105.45,271.75,149.55,19.03,89.71,87.9,100.39,40.26
1991M12,17.75,136.64,166.12,111.97,142.1,636,614,376,234,442,75.43,106.91,107.42,268.4,160.94,19.84,89.83,87.62,102.18,35.55
1992M01,17.38,128.15,161.84,107.65,145.47,738,619,383,236,429,73.42,109.31,111.64,277.25,170.12,18.33,92.06,89.86,105.55,34.42
1992M02,17.62,119.29,150.91,93.85,138.81,702,605,382,237,414,71.28,113.62,116.73,278.25,177.1,17.28,91.75,88.57,108.51,34.69
1992M03,17.45,112.82,155.14,93.89,139.39,644,595,396,240,434,72.64,117,120.15,277.2,169.39,18.12,92.26,89.51,108.58,34.53
1992M04,18.63,104.43,145.33,91.18,153.26,647,616,402,235,425,75.23,108.52,109.35,278,159.83,20.86,90.08,88.37,103.67,36.45
1992M05,19.5,99.23,134.17,83.07,163.24,638,651,390,247,439,84.78,109.64,108.03,274,149.55,21.14,90.24,89.46,102.38,37.90
1992M06,20.83,97.06,130.27,81.95,168.36,589,665,404,253,456,84.89,110.9,104.66,268.8,148.81,22.84,91.66,92.18,102.23,40.00
1992M07,20.17,110.21,128.31,86.4,176.24,528,644,382,237,429,77.37,102.75,95.86,278.5,136.32,22.73,89.4,88.29,97.52,39.12
1992M08,19.62,117.62,116.69,85.65,179.58,494,600,382,229,409,77.04,96.96,93.7,270.8,128.24,21.62,89.02,86.81,92.96,38.40
1992M09,20.15,112.5,117.35,90.34,191.9,501,562,391,227,421,83.57,98.05,93.75,257,138.89,20.53,88.4,87.98,93.97,39.48
1992M10,20.08,107.1,135.74,97.42,189.34,493,565,396,221,418,82.21,95.11,91.01,250,140.73,19.2,85.94,87.45,92.27,39.27
1992M11,18.88,107.63,148.39,105.09,181.78,496,575,413,229,437,82.12,94.48,92.37,252.6,147.71,18.89,86.86,89.76,93.44,37.03
1992M12,17.93,103.44,170.16,112.02,186.29,461,622,401,235,436,79.55,94.61,95.75,256.25,147.71,17.97,86.44,90.47,93.78,35.48
1993M01,17.22,103.55,152.98,103.4,191,444,621,410,239,444,75.08,94.21,95.18,259.75,155.79,18.17,88.77,91.7,95.15,34.24
1993M02,18.17,99.76,149.14,103.61,178,439,611,425,236,433,74.83,94.38,94.47,254.25,148.81,18.87,88.55,90.35,93.47,35.21
1993M03,18.47,97.51,140.26,101.19,158,427,602,408,238,438,75.16,97.14,95.4,230.2,148.08,23.41,89.9,88.37,91.97,36.00
1993M04,18.43,101.17,127.58,98.94,146,402,623,392,244,448,77.45,100.55,95.06,206.25,141.83,24.58,89.27,88.06,89.91,36.02
1993M05,18.17,99.58,137.08,101.79,142,418,685,371,246,448,77.46,98.59,93.15,184.75,136.69,26.08,87.99,87.1,85.98,35.47
1993M06,17.47,98.72,137.79,102.67,148,436,712,356,245,461,75.3,92.76,88.52,189,121.99,22.91,84.82,86.65,81.49,34.23
1993M07,16.32,106.04,158.31,108.91,159,460,773,362,287,505,74.03,101.25,96.17,200.75,127.5,21.34,89.6,95.86,87.11,32.45
1993M08,16.48,109.66,169.58,128.88,151,455,858,356,274,483,69.69,100.31,98.49,209,129.71,20.59,88.45,93.44,87.78,32.83
1993M09,15.9,126.77,178.07,137.79,145,424,845,352,260,489,64.41,100.9,97.22,206,131.17,21.03,88.25,90.76,87.75,31.90
1993M10,16.52,129.23,168.96,129.9,154,419,807,333,249,491,60.95,106.53,100.92,256.75,135.95,22.69,89.44,87.47,96.09,32.70
1993M11,15.2,132.1,173.28,135.5,146,464,808,357,267,536,63.85,116.67,113.81,307.75,146.61,22.31,94.28,93.21,107.54,30.76
1993M12,13.77,136.22,179.21,136.27,151,615,924,411,276,589,68.31,121.79,119.93,320.5,158.73,23.19,98.31,100.09,113.19,28.52
1994M01,14.13,126.41,174.05,130.93,150,595,993,404,282,602,74.62,127.23,121.92,356,153.22,22.71,100.52,100.52,118.52,28.99
1994M02,13.78,122.89,185.03,134.04,161,573,1011,387,273,577,72.29,123.22,119.21,343.75,146.97,23.85,99.77,96.85,114.44,28.61
1994M03,13.62,130.73,191.81,142.65,166,539,1013,395,274,586,68.29,119.4,114.33,269.75,141.1,25.86,97.39,96.71,103.92,27.88
1994M04,15.08,124.36,199.67,158.33,158,560,1030,434,261,584,66.89,113.23,107.75,269.25,140.36,24.27,95.73,97.58,101.14,30.08
1994M05,16.28,137.88,268.7,209.33,154,599,1020,488,256,594,68.55,109.59,106.21,233,139.99,25.53,95.32,101.77,95.82,32.09
1994M06,17.17,145.9,316.21,247.76,157,608,1014,508,265,571,67.78,112.16,105.73,213.75,139.26,26.57,95.16,104.34,94.7,33.69
1994M07,17.88,155.23,482.56,361.55,171,579,1017,494,237,560,64.32,97.83,93.75,226.25,137.42,25.96,93.23,99.2,89.65,34.86
1994M08,17,155.1,441.89,358.5,166,596,1018,575,232,600,66.16,95.99,95.02,252.6,145.87,26.68,96.45,105.11,93.13,33.31
1994M09,16.2,148.61,489.43,402.97,157,622,1018,614,233,672,72.27,97.51,91.78,259.75,158.73,27.77,99.89,109.23,96.89,31.95
1994M10,16.47,144.78,445,373.52,160,621,1029,616,227,642,80.14,96.48,92.37,262,167.18,28.11,97.95,107.28,98.41,32.44
1994M11,17.08,143.52,403.25,338.03,146,706,1048,707,239,706,83.98,95.47,97.74,264.5,162.04,30.73,101.75,116.51,97.55,33.47
1994M12,15.94,139.75,371.57,286.01,139,692,1062,719,243,693,86.49,102.49,100.62,260.5,164.61,32.34,105.35,117.87,100.56,32.04
1995M01,16.9,146.87,380.56,289.99,138,622,1054,655,243,674,85.45,106.96,101.74,276.8,156.16,32.54,102.94,113.08,102.69,33.60
1995M02,17.42,151.02,374.31,296.94,135.75,636,1025,661,238,663,85.77,106.69,102.07,280.5,154.32,31.77,104.75,113.03,102.67,34.52
1995M03,17.35,148.5,395.58,321.94,133.5,632,990,687,246,652,90.83,109.7,102.74,286.25,150.28,32.17,104.15,114.01,104.05,34.45
1995M04,18.65,146.12,384.49,319.18,135,619,981,625,249,610,93.4,109.3,103.29,281.5,148.81,30.2,101.39,109.49,103.24,36.48
1995M05,18.42,144.53,377.01,310.63,130.2,616,973,611,250,595,100.79,111.97,108.06,291,158.73,29.81,101.65,108.18,107.28,36.31
1995M06,17.36,143.72,340.59,284,129.25,668,965,631,252,611,105.77,119.86,112.83,326,170.12,30.91,105.68,110.29,116.32,34.83
1995M07,16.08,136.4,321.12,264.03,128.2,693,969,655,261,626,112.97,126.99,119.1,345.6,190.7,29.96,111.15,114.9,125.03,32.76
1995M08,16.47,141.29,337.77,287,124,686,980,616,257,616,104.87,126.44,118.7,339.5,184.45,28.62,108.36,111.14,122.81,33.42
1995M09,16.82,139.71,296.43,253.64,130.5,677,981,586,266,614,104.82,130.48,127.26,359.75,193.64,25.77,108.97,111.67,128.14,34.02
1995M10,16.12,139.46,280.58,248.59,126.8,718,990,615,271,638,112.7,140.86,137.07,382.6,203.73,26.04,112.64,115.97,136.83,32.99
1995M11,16.74,143.5,276.13,244.12,123.5,750,995,607,282,623,125.76,143.95,141.8,340.5,203.93,26.41,113.14,117.55,134.21,34.00
1995M12,17.87,137.79,234.22,204.79,127,718,988,590,296,579,125,148.65,153,341.5,208.92,27.14,114.01,119.42,137.06,36.17
1996M01,17.8,134.9,243.94,198.39,137,711,959,535,305,554,124.93,156.13,154.3,369.2,206.88,27.62,114.58,116.8,142.73,36.23
1996M02,17.7,137.02,273.57,213.61,134,738,925,518,299,548,123.31,164.81,159.81,368,218.89,28.24,116.42,114.09,148.13,37.02
1996M03,19.4,133.93,266.41,200.49,136.67,723,911,519,295,538,124.47,184.86,165.84,359.5,215.32,28.46,116.88,112.6,154.98,38.69
1996M04,20.66,145.64,272.27,199.89,141.5,756,895,562,316,582,132.69,190.37,188.66,327.2,257.61,26.41,122.83,121.67,161.19,40.56
1996M05,19.06,152.41,284.99,201.06,142.5,778,897,552,322,591,137.79,204.02,185.76,332.25,262.11,25.11,124.2,121.95,168.32,37.73
1996M06,18.51,153.75,276.59,189.84,139.75,816,904,508,308,563,138.14,197.55,174.88,341.5,227.34,26.83,120.36,116.47,160.87,37.02
1996M07,19.59,149.5,270,170.77,137.4,775,902,476,312,549,133.09,197.8,163.64,358,202.6,28.24,118.7,113.87,158.41,38.72
1996M08,20.44,150.09,278.27,174.65,143.5,742,885,513,317,565,115.01,185.5,152.47,335.5,191.63,27.27,117.12,117.75,148.42,39.79
1996M09,22.26,147.6,261.69,163.89,144.72,721,879,545,319,569,103.4,145.39,130.35,328.4,178.71,26.28,112.8,122.16,128.47,42.52
1996M10,23.61,147.7,273.81,160.76,149.19,722,874,532,290,528,102.41,127.85,113.32,312.75,178,24.52,106.65,115.68,119.41,45.07
1996M11,22.39,146.76,273.53,154.76,150,760,868,550,286,517,99.99,117.74,105.55,315,176.41,23.63,106.14,117,115.1,43.42
1996M12,23.62,147.38,257.98,139.02,151.31,777,868,561,289,514,100.76,117.69,105.77,319.2,175.7,23.68,107.06,118.69,115.44,45.86
1997M01,23.23,142.79,292.91,148.13,157.25,768,874,567,301,534,98.97,118.36,105.65,356,175.73,23.57,110.42,120.76,119.53,44.85
1997M02,20.42,137.26,371.19,166.23,161.25,768,886,580,308,527,97.73,121.67,111.22,347,172.35,23.83,112.05,122.43,119.34,39.65
1997M03,19.33,152.36,429.24,176.88,179.25,737,896,559,332,541,99.75,127.6,119.66,323.4,176.61,24.49,114.04,125.49,120.09,37.67
1997M04,17.88,157.1,456.33,170.62,198.25,710,938,562,338,541,97.87,124.4,118,304.5,183.49,24.91,112.42,126.34,117.84,35.49
1997M05,19.37,156.92,589.23,206.35,199,654,981,553,298,541,100.07,118.77,114.2,324.5,172.59,24.47,108.01,121.82,115.9,37.98
1997M06,17.92,168.83,489.47,195.64,193.2,637,1047,533,278,550,94.94,112.05,104.28,323.2,148.39,25.2,103.96,115.72,108.77,35.56
1997M07,18.33,167.75,419.78,175.6,200.75,597,1096,498,306,535,91.66,106.06,96.21,320,136.21,24.74,101.12,112.12,103.8,36.17
1997M08,18.7,165.3,420.64,164.13,220.75,567,1093,504,265,544,91.3,112.92,104.06,285,150.61,25.79,101.33,110.15,105.33,37.10
1997M09,18.66,176.55,418.59,165.68,208.2,615,1083,525,269,555,92.51,112.24,106.79,270.6,151.74,24.98,101.94,113.47,103.76,37.32
1997M10,20.04,174.1,369.63,164.29,222.5,627,1083,547,278,611,102.71,120.36,112.83,265.75,151.59,25.09,103.06,116.51,106.99,39.58
1997M11,19.09,169.64,353.33,167.64,238.25,616,1090,556,288,676,102.27,117.22,112.33,252.5,149.88,26.48,104.97,121.53,103.99,37.73
1997M12,17.09,173.88,391.19,182.1,239.67,586,1058,566,284,622,97.08,113.45,110.23,269.67,144.62,27.23,103.52,118.89,103.16,33.89
1998M01,15,167.07,391.98,183.89,255,558,1055,621,273,625,95.77,114.71,111.44,288,137.1,25.4,102.85,117.73,104.32,30.43
1998M02,14.1,164.32,392.82,183.78,280.75,559,1029,659,273,634,91.49,113.38,111.73,297.25,140.05,23.63,102.68,118.51,105.07,29.25
1998M03,13.12,172.11,347.56,181.2,228.5,578,949,671,265,652,93.04,114.21,110.47,296,138.92,21.69,100.94,115.3,105.15,27.55
1998M04,13.5,172.02,331.46,196.15,195.33,618,928,688,259,662,91.85,107.12,103.9,311.5,130.15,21.34,102.31,114.03,102.35,28.12
1998M05,14.03,178.14,303.62,200.05,155.75,723,900,705,247,671,93.01,106.1,100.81,318.25,128.92,20.35,101.24,114.47,102.48,28.64
1998M06,12.48,172.34,275.42,182.39,155.8,652,891,633,242,629,91.57,104.23,96.51,325.5,120.64,17.86,97.05,107.12,101.04,26.17
1998M07,12.7,171.67,259.26,169.84,168.25,667,874,661,238,612,85.2,100.51,95.44,324.25,118.9,19.01,96.28,108.14,98.83,26.43
1998M08,12.49,168.25,271.63,174.8,170.2,667,862,674,219,592,73.2,87.86,91,321.4,107.95,18.82,92.2,105.39,91.01,25.49
1998M09,13.8,168.59,246.59,175.93,175.25,652,852,703,216,615,73.12,86.31,85.04,321.25,107.93,15.94,91.82,107.64,90.35,27.73
1998M10,13.26,164.75,241.89,177.03,173.75,695,850,694,223,614,74.74,95.53,87.7,298.75,126.54,16.45,93.04,108.54,94.94,26.70
1998M11,11.88,159.99,256.55,176.72,158.8,752,862,681,234,614,79.26,98.12,92.21,270,130.21,17.77,95.68,110.39,93.77,24.53
1998M12,10.41,152.41,258.8,185.32,161.33,774,861,663,230,591,78.39,95.76,90.2,277.75,126.21,17.81,93.07,108.91,92.91,21.95
1999M01,11.44,145.58,249.03,181.42,175,763,835,632,221,546,77.71,97.44,91.13,299.75,125.29,17.88,92.31,102.72,95.75,23.60
1999M02,10.75,141.11,232.54,174.67,177,745,813,561,205,487,75.31,94.19,90.09,280,117.03,15.04,85.83,93.55,90.86,22.44
1999M03,13.17,131.39,232.34,161.86,188.8,700,776,497,205,444,75.2,96.18,91.41,256.2,117.34,13.29,82.21,87.49,89.22,26.24
1999M04,15.87,117.79,225.11,152.82,186.67,827,763,509,207,442,79.73,94.13,89.53,235.5,113.87,11.95,80.91,88.96,85.79,30.69
1999M05,16.06,106.76,244.87,149.78,171,874,751,475,199,428,81.53,92.49,87.19,244.25,113,12.63,79.27,85.55,85.96,31.09
1999M06,16.39,116.29,236.36,144.6,167.75,796,753,392,194,410,80.54,93.65,85.98,253.8,111.41,13.32,76.78,78.23,87.14,31.67
1999M07,18.99,111.32,209.11,135.72,166.5,656,766,319,183,392,76.86,83.99,76.88,259,103.02,11.86,72.34,70.81,82.16,35.85
1999M08,20.27,99.84,201.44,139.05,166.4,684,782,354,199,413,75.15,85.65,81.63,244.5,111.3,12.63,76.11,77.14,82.62,38.27
1999M09,22.7,106.06,185.87,131.33,197.75,704,797,388,207,414,71.44,86.47,80.03,229.25,113.19,14.7,78.16,82.29,81.52,42.06
1999M10,21.95,102.15,207.68,129.01,199.5,690,804,381,203,401,72.29,85.8,78.43,217,108.1,14.88,77.1,81.81,79.14,41.15
1999M11,24.16,92.21,249.96,139,181.2,703,807,370,198,382,73.14,85.43,79.37,228,108.8,14.35,75.78,79.7,80.3,44.42
1999M12,25.1,91.88,274.39,147.25,182.67,703,805,354,199,369,72.36,87.18,81,233.75,102.16,13.18,75.08,78.45,80.5,46.04
2000M01,25.31,91.85,244.96,117.24,187.6,654,789,348,208,371,73.13,93.29,89.34,241.4,105.83,12.41,77.54,79.81,84.47,46.90
2000M02,27.22,85.69,228.05,107.72,210.5,591,774,332,214,357,73.36,95.15,89.89,241,107.93,11.73,78.05,79.38,85.56,50.15
2000M03,27.49,92.59,222.07,101.96,206.25,552,756,349,221,362,74.4,95.05,91.73,225.75,105.7,11.27,76.85,80.24,83.58,50.74
2000M04,23.47,91.2,208.58,98,203,550,742,372,229,368,76.95,95.2,90.58,214.75,105.11,13.25,78.41,82.7,82.48,44.66
2000M05,27.19,92.16,207.56,97.71,201,481,727,324,229,340,78.26,96.35,95.02,198.6,112.14,15.26,77.71,79.56,82.47,50.85
2000M06,29.62,94.82,190.57,94.09,204.75,437,717,315,211,328,78.48,84.33,79.76,196,113.51,18.45,76.03,76.4,77.46,55.22
2000M07,28.18,96.71,192.57,89.99,211,400,681,312,197,340,78.68,75.27,73.72,189,108.98,21.25,73.54,73.35,72.23,52.98
2000M08,29.26,88.65,169.58,84.33,210,371,667,306,198,329,75.13,75.58,76.81,186.5,108.36,23.02,74.01,72.69,71.85,55.02
2000M09,32.08,88.27,167.07,85.61,210.75,332,656,288,209,312,73.21,80.43,82.7,179,117.49,22.11,75.35,73.84,74.5,60.08
2000M10,31.4,87.77,169.01,79.67,196.6,340,674,255,203,313,76.15,85.03,89.92,187.5,128.18,23.7,75.97,71.17,79.19,59.18
2000M11,32.33,87.96,157.72,72.33,200.5,367,684,257,206,316,82.46,89.17,96.12,185,127.73,21.89,76.55,72.92,80.81,61.06
2000M12,25.2,89.28,145.86,66.98,192.33,329,697,265,217,321,86.6,97.56,100.45,184.25,128.09,22.09,79.72,76.89,84.43,52.34
2001M01,25.96,99.6,145.46,71.43,187.2,319,688,254,210,306,85.75,95.15,101.08,184.4,132.84,22.75,79.59,74.06,84.2,53.28
2001M02,27.24,89.26,148.13,69.62,172.25,285,690,240,200,302,82.31,91.97,97.69,184.5,128.11,21.76,77.59,67.99,81.98,53.62
2001M03,25.02,112.44,146.61,67.29,167.25,289,693,254,195,329,83.07,90.25,95.6,175,130.2,20.44,76.18,67.5,80.64,49.85
2001M04,25.72,108.43,145.79,62.81,143.5,293,699,251,186,321,84.72,87.99,94.3,163.75,129.67,19.39,74.69,65.34,78.5,50.97
2001M05,27.55,107.74,152.6,65.12,146.25,295,695,234,184,295,89.73,84.09,94.84,164.33,134.86,21.13,76.14,64.67,78,53.19
2001M06,26.97,97.33,140.88,64.31,142.5,317,699,255,188,315,95.06,83.31,89.54,168,127.23,19.93,77.28,68.36,77.01,51.94
2001M07,24.8,96.64,129.46,60.47,153.6,358,668,330,208,409,101.98,91.73,94.47,169.4,123.79,19.38,83.66,78.38,80.34,47.74
2001M08,25.82,103.22,131.66,56.92,147.5,363,664,362,212,422,99.39,93.14,95.13,168.25,121.92,17.88,83.65,80.98,80.39,49.25
2001M09,25.21,102.43,128.02,53.51,138.75,322,665,310,202,382,99.61,90.08,94.63,173,122.03,16.62,79.31,75.33,79.65,47.66
2001M10,20.73,108.49,124.34,51.24,138.2,307,666,277,187,376,101.79,86.56,94.96,170.6,123.34,14.97,74.95,71.16,78.24,40.55
2001M11,18.69,123.16,129.74,52.21,140.25,330,668,323,189,388,100.97,89.54,94.69,173.5,125.27,16.95,78,75.04,80.07,36.90
2001M12,18.52,133.74,125.05,53.68,142.75,339,668,338,189,403,102.86,91.88,95.87,179.33,122.44,17.27,78.24,75.42,81.26,36.41
2002M01,19.15,138.6,128.42,50.29,145.75,362,665,338,188,389,99.27,91.98,95.42,191.75,125.31,17.13,78.4,76.2,82.95,37.07
2002M02,19.98,149.06,130.34,53.73,150.5,376,665,330,187,358,99.01,90.82,92.87,195.33,123.28,14.37,76.91,73.27,82.5,38.45
2002M03,23.64,159.27,142.13,64.15,154,366,671,338,191,353,98.95,89.61,91.66,189,122.54,14.77,78.08,73.44,81.2,44.63
2002M04,25.43,156.81,144.25,64.68,149,411,656,349,195,370,95.82,87.13,88.9,190.2,123.72,15.19,78.23,75.42,80.38,47.55
2002M05,25.67,160.21,135.36,62.43,139,420,647,371,197,397,97.55,90.27,89.84,197.5,121.46,13.4,79.75,78.21,82.14,47.97
2002M06,24.49,165.91,129.12,62.66,145.25,446,641,411,200,438,104.11,94.09,88.74,202.67,132.03,12.68,82.6,82.8,86.27,45.78
2002M07,25.75,187.11,124.52,63.05,148,445,635,406,218,470,114.23,98.69,100.81,199.6,149.31,14.09,85.02,85.42,91.11,47.56
2002M08,26.78,195.87,119.64,61.46,149.5,443,635,425,227,503,120.99,108.93,113.78,190.33,161.26,13.87,86.39,87.87,96.62,49.17
2002M09,28.28,216.09,133.75,70.72,156.25,410,696,400,236,494,119.75,114.14,117.01,186.6,187.84,15.34,89.01,87.9,102.74,51.97
2002M10,27.53,220.15,144.91,73.48,154.5,434,718,408,229,517,120.61,109.7,113.56,186.25,190.32,16.56,89.28,88.45,101.31,51.45
2002M11,24.54,181.18,154.04,83.58,151.5,457,771,442,243,577,120.13,108.93,115.05,186.75,177.38,17.26,89.12,94.32,98.88,46.71
2002M12,27.89,203.17,141.45,83.91,147.25,482,845,465,241,585,117.19,106.96,113.26,186.5,162.48,17.53,90.47,95.44,95.45,52.48
2003M01,30.75,217.84,144.56,90.79,150.75,494,889,458,244,535,113.7,106.14,110.78,200.75,149.61,18.06,90.37,95.16,94.35,57.66
2003M02,32.88,228.2,146.41,89.66,143,477,986,452,243,521,114.15,105.85,109.21,198.75,150.84,19.86,89.99,95.09,94.24,62.64
2003M03,30.36,194.68,136.14,81.95,150.75,441,1195,426,241,508,113.65,105.6,106.79,197,141.81,18.14,88.56,92.5,92.44,57.44
2003M04,25.56,192.42,142.62,82.5,150.25,421,1284,412,251,524,114.59,105.46,106.81,195,138.62,17.09,87.41,93.04,91.67,49.51
2003M05,26.06,173.56,146.08,83.33,152.25,440,1287,417,250,538,115.5,107.49,104.96,198,141.96,15.81,87.52,95.09,93.42,50.66
2003M06,27.92,157.11,134.57,75.42,150.25,459,1352,430,239,541,111.48,107.33,97.58,203.4,131.35,14.84,87.24,95.49,92,53.64
2003M07,28.59,156.02,138.78,77.93,154.6,439,1397,411,230,523,96.62,96.81,89.77,198.5,131.62,15.08,84.53,91.69,86.6,54.23
2003M08,29.68,155.23,140.85,80.03,155,421,1468,395,237,512,88.07,100.66,104.09,195,148.72,15.06,86.13,91.25,90.32,55.97
2003M09,26.88,163.79,146.41,82.34,157.5,431,1470,420,264,558,90.63,104.08,109.13,197.6,145.62,13.18,89.41,98.7,91.6,51.44
2003M10,29.01,148.28,141.76,79.1,167,487,1293,485,310,624,95.7,105.39,108.27,195.75,147.46,13.21,96.43,114.26,92.45,54.84
2003M11,29.12,150.57,137.3,75.2,162.25,515,1149,503,327,625,101.64,108.48,114.23,193.4,160.55,13.4,99.99,118.94,95.88,55.21
2003M12,29.97,163.36,142.99,79.15,158.75,583,1148,510,332,638,101.15,111.16,116.8,198.25,165.57,13.84,100.39,119.8,98.32,58.03
2004M01,31.37,162.87,160.34,87.83,163,584,1162,496,350,658,98.55,115.52,121.67,212.75,166.33,12.81,103.32,122.65,101.67,60.52
2004M02,31.33,156.88,168.01,81.68,164.75,642,1194,535,368,689,95.57,123.54,126.19,213.25,161.39,12.87,107.07,128.29,104.11,60.42
2004M03,33.67,150.4,172.09,80.91,159.2,685,1236,550,413,691,103.03,127.85,130.17,237.8,166.28,14.24,113.2,137.08,109.59,64.82
2004M04,33.71,143.78,166.32,80.18,154,736,1237,538,358,671,112.53,133.5,128.6,240.75,166.58,14.51,112.16,131.55,112.66,65.56
2004M05,37.56,141.96,169.73,80.6,152.25,716,1209,513,316,632,111.56,128.22,118.55,232,163.73,13.98,107.91,121.34,109.04,72.39
2004M06,35.54,140.48,181.24,87.9,150.5,658,1150,440,295,581,114.05,123.32,115.85,229,154.74,15.28,102.61,107.42,105.3,69.51
2004M07,37.89,156.36,165.21,79.41,153.25,669,1117,426,279,597,103.97,104.85,96.73,230.75,150.6,17.44,99.31,101.54,96.76,73.38
2004M08,42.08,172.83,162.28,74.76,157.4,627,1111,432,265,610,87.77,104.05,103.07,239,141.29,16.7,97.43,99.82,95.13,79.52
2004M09,41.6,154.53,177.41,75.49,163.5,657,1125,439,260,585,85.37,97.87,99.67,235.25,151.03,16.95,96.76,100.07,93.69,78.29
2004M10,46.88,148.03,177.58,69.82,151,642,1127,431,249,558,87.89,93.79,93.78,244,150.15,18.63,95.04,96.82,92.88,87.90
2004M11,42.13,165.91,199.01,72.11,145.25,659,1133,433,260,567,95.53,93.75,92.35,259.2,156.57,17.99,95.01,97.78,95.82,79.86
2004M12,39.04,165.79,229.55,80.95,151,654,1131,423,265,553,92.04,95.39,90.69,278.25,153.87,18.19,95.49,97.76,97.93,75.29
2005M01,42.97,155.23,236.25,81.48,150.8,646,1162.25,402,261.5,521,90.71,96.25,89.98,287,153.59,19.22,96,96.32,99.11,81.59
2005M02,44.82,163.36,266.45,90.92,148.25,646,1149,403,261,497,87.38,94.14,92.29,290,151.17,20.06,98.59,95.31,98.02,84.25
2005M03,50.94,175.51,297.69,109.15,148.75,710,1146,435,290,546,94.17,99.88,96.43,292.75,150.99,19.58,104.04,104.93,100.92,94.60
2005M04,50.64,158.57,285.56,111.88,146.75,679,1137,429,283,547,93.33,96.28,93.01,297.25,140.88,18.94,100.93,103.22,98.2,94.51
2005M05,47.83,150.82,283.01,123.61,141,647,1102,417,283,538,88.89,95.42,96.23,293.8,143.33,18.94,99.88,100.8,97.71,89.65
2005M06,53.89,153.95,267.11,132.32,139.25,638.75,1065,419,306,559,93.44,97.1,97.07,285,141.93,19.95,99.64,103.86,97.42,99.69
2005M07,56.37,148.75,242.35,127.6,145.25,606,1050,417,298,561,96.81,107.52,105.6,276.75,143.87,21.25,99.6,103.21,101.32,104.27
2005M08,61.89,148.09,238.54,114.57,149.6,550,1023,407,274,549,98,101.67,100.09,282.8,149.36,21.89,97.88,99.21,100.49,114.25
2005M09,61.69,150.48,219.34,103.33,152.25,559,1002,421,263,545,97.89,96.35,97.37,285.25,159.71,22.73,99.26,98.14,100.26,115.68
2005M10,58.19,145.73,231.6,104.79,153.6,587,982,442,257,579,98.53,101.94,97.39,286.4,167.83,24.52,101.52,98.78,104.07,110.76
2005M11,55.04,144.33,237.53,113.43,146.5,582,960,444,255.75,560,98.76,95.37,92.57,277.75,161.12,25.09,99.9,98.03,99.33,103.50
2005M12,56.43,150.91,233.18,124.32,151,553,947,429,264,537,103.01,102.14,96.56,280.5,164.44,29.34,102.75,98.19,103.14,107.26
2006M01,62.46,157.31,273.81,139.75,168,569,930,424.25,257,532,103.6,102.65,100.64,291.25,167.16,34.72,104.85,96.77,104.96,114.93
2006M02,59.7,154.61,262.61,138.85,235.25,591,921,445,257,535,101.13,107.13,106.07,301.5,179.84,39.77,109.86,97.99,109.9,110.32
2006M03,60.93,154.51,250.58,131.4,196,575,902,440,257,539,100.38,105.25,103.66,303.5,174.44,38.01,107.46,96.19,108.41,112.08
2006M04,67.97,154.8,254.46,133.49,196.33,578,898.75,439,258,540,102.12,107.72,109.35,302.25,180.35,38.56,107.54,96.36,110.35,123.84
2006M05,68.68,159.64,241.1,132.45,207,583,892,440,266,588,107.48,110.65,113.76,308,193.17,37.08,110.87,98.92,114.5,124.38
2006M06,68.29,160.7,227.41,132.78,212.5,575,898,437,267,601,106.88,109.4,111.88,312.5,195.16,33.95,107.24,99.44,114.77,123.78
2006M07,72.45,167.91,231.49,142.18,215,583.25,930,471,271.75,630,112.1,113.99,119.99,315.4,202.43,35.38,110.04,103.21,118.38,130.60
2006M08,71.81,162.07,246.32,162.24,208.75,606,944,510,262,629,114.53,116.59,114.44,312.67,189.91,29.8,109.2,106.02,117.19,130.03
2006M09,62.12,156.88,242.13,170,186.75,609,965,497,258,602,115.44,121.75,119.55,309.2,195.98,26.63,108.63,105.01,120,113.03
2006M10,57.91,153.02,243.9,165.72,173.6,626,1068,507,273,615,136.6,142.17,138.23,301,212.09,25.66,113.54,108.85,131.08,106.84
2006M11,58.14,158.12,269.56,169.29,172.25,656,1120,547,300,675,148.15,164.54,167.09,296.25,209.68,25.97,119.52,116.83,139.89,108.38
2006M12,60.99,170.72,283.16,169.03,171.33,731.67,1174,583,297,696.67,150.97,160.38,170.61,305,204.31,25.51,120.38,120.54,138.31,112.67
2007M01,53.52,169.85,274.54,174.45,170,731,1180,599,306,697,152.13,164.77,175.05,313,196.07,24.14,121.5,123.98,139.66,100.72
2007M02,57.56,181.54,269.03,174.34,165,763,1173,605,325,714,151.03,177.35,180.64,315,199.98,23.3,125.28,128.5,145.68,108.13
